user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,Monthly_Charge,primary_device,household_size,created_at,churn
user_00051,bowenrobert@example.net,Charles,Morgan,24,Other,USA,Washington,Port Markside,Premium,2025-06-12,False,21.99,Smart TV,2,2025-03-15 22:59:33,1
user_00052,younggabrielle@example.com,Julie,Good,20,Male,Canada,Quebec,Jacksonport,Premium,2022-09-21,True,21.99,Tablet,3,2023-06-20 12:28:00,0
user_00053,hthomas@example.com,George,Lynch,34,Male,USA,Indiana,South Roberta,Standard,2023-04-13,True,15.99,Smart TV,3,2023-12-19 15:08:46,0
user_00055,patrickhoward@example.com,Andrew,Hill,44,Female,USA,New York,Wallport,Standard,2024-05-28,True,15.99,Mobile,2,2023-03-31 00:54:57,0
user_00056,erica21@example.net,Kyle,Johnson,37,Female,Canada,Quebec,North Renee,Premium,2024-10-29,True,21.99,Desktop,3,2023-03-11 02:02:56,0
user_00057,maria47@example.com,Linda,Mccarty,35,Prefer not to say,Canada,British Columbia,Port Erica,Premium,2025-06-27,True,21.99,Tablet,2,2022-11-10 00:24:44,0
user_00058,bakerdavid@example.com,Brenda,Rodriguez,35,Male,USA,Illinois,Johnsonside,Standard,2025-05-01,True,15.99,Mobile,5,2024-07-12 17:11:17,0
user_00060,rgilbert@example.org,Jeff,Sampson,22,Male,USA,Tennessee,Lake Michaelstad,Premium,2023-10-12,True,21.99,Mobile,3,2025-06-28 22:53:58,0
user_00061,batesdarlene@example.net,Brent,Sanchez,20,Male,USA,Pennsylvania,North Maria,Standard,2024-05-05,True,15.99,Gaming Console,2,2023-07-29 01:54:53,0
user_00062,ramireztracey@example.org,Lauren,Guerrero,27,Female,USA,Washington,North Michael,Premium,2024-05-08,True,21.99,Desktop,1,2023-02-09 23:53:36,0
user_00064,gsimmons@example.com,Charles,Morris,40,Female,Canada,New Brunswick,East Joshuashire,Premium,2023-09-23,True,21.99,Gaming Console,3,2023-12-13 05:10:24,0
user_00065,mcguiredanny@example.net,Russell,Gutierrez,38,Female,USA,Pennsylvania,Perryville,Basic,2023-11-12,True,9.99,Desktop,3,2023-09-17 04:47:27,0
user_00066,fjones@example.org,Colin,Cain,35,Female,USA,Florida,Elizabethchester,Premium,2025-03-16,True,21.99,Laptop,2,2025-03-11 06:09:16,0
user_00067,caroline51@example.net,Eric,Walker,38,Male,USA,Illinois,Meganstad,Standard,2024-11-14,True,15.99,Desktop,1,2025-01-03 13:25:07,0
user_00068,anthony44@example.com,Adam,Knight,30,Male,USA,Tennessee,East Joycetown,Basic,2024-10-27,False,9.99,Tablet,1,2023-09-19 06:34:54,1
user_00069,eric45@example.net,Nicole,Moore,40,Female,USA,Illinois,West Scottchester,Premium,2024-05-28,True,21.99,Tablet,4,2023-05-29 09:14:13,0
user_00070,russell49@example.com,Brandon,Joyce,50,Male,Canada,New Brunswick,East Kevinborough,Premium+,2024-11-16,True,29.99,Laptop,2,2023-07-28 14:25:03,0
user_00071,lburgess@example.org,Amanda,Mason,43,Male,USA,Arizona,South Michelleton,Standard,2022-08-22,True,15.99,Mobile,2,2025-03-04 16:50:26,0
user_00072,amckinney@example.com,Richard,Jackson,28,Female,USA,Michigan,Christopherville,Premium,2023-11-22,True,21.99,Tablet,2,2024-02-28 04:28:54,0
user_00073,julie35@example.org,William,Schmidt,39,Other,Canada,Quebec,Michaelberg,Basic,2022-11-22,True,9.99,Gaming Console,1,2023-03-07 05:24:14,0
user_00074,thompsonkendra@example.com,Karen,Maldonado,44,Female,Canada,Newfoundland and Labrador,Edwardland,Basic,2023-11-29,True,9.99,Gaming Console,2,2024-12-22 14:59:48,0
user_00075,william47@example.com,Brian,Jones,29,Female,Canada,Newfoundland and Labrador,Fordside,Premium,2023-12-07,True,21.99,Smart TV,2,2023-07-21 08:58:17,0
user_00076,susanhayes@example.com,William,Williams,26,Male,Canada,Nova Scotia,Warrenburgh,Standard,2023-09-14,True,15.99,Tablet,2,2023-10-01 13:41:38,0
user_00077,mccormickdeborah@example.org,Cody,Mitchell,35,Female,USA,Massachusetts,Christopherberg,Premium,2023-07-08,False,21.99,Desktop,2,2022-12-22 08:46:12,1
user_00078,angelica52@example.net,Debbie,Romero,53,Female,Canada,Alberta,Kyleborough,Standard,2025-06-05,True,15.99,Laptop,2,2023-03-01 10:54:27,0
user_00079,chrisrichard@example.org,Ebony,Harper,30,Male,USA,Massachusetts,East Marie,Premium,2024-09-30,True,21.99,Tablet,2,2023-10-27 06:09:22,0
user_00080,wbishop@example.net,Jesus,Collins,21,Male,Canada,Manitoba,West Erika,Standard,2023-12-21,True,15.99,Gaming Console,1,2024-12-02 16:14:16,0
user_00081,lisasolis@example.org,Brett,Sawyer,56,Other,USA,Georgia,West Christopherburgh,Premium,2023-12-07,True,21.99,Mobile,2,2025-01-29 15:57:37,0
user_00082,lisawilkerson@example.org,Brian,Young,35,Prefer not to say,USA,Arizona,Jeffreymouth,Premium,2025-02-06,True,21.99,Gaming Console,3,2024-12-17 04:51:01,0
user_00083,mitchellmaria@example.net,Katherine,West,33,Female,USA,Massachusetts,North Jonathanberg,Basic,2022-12-01,True,9.99,Smart TV,5,2023-04-20 10:59:01,0
user_00085,elizabethmiller@example.com,Stephanie,Myers,48,Female,USA,California,Lake Paulstad,Basic,2024-10-29,True,9.99,Laptop,2,2024-12-14 01:37:25,0
user_00086,jessicafuller@example.net,Dennis,Payne,66,Male,USA,Georgia,Pollardfort,Premium,2025-01-07,True,21.99,Gaming Console,1,2024-09-25 15:43:46,0
user_00087,carterbradley@example.org,Leslie,Robertson,26,Female,USA,Tennessee,Benjaminborough,Standard,2023-08-28,True,15.99,Mobile,2,2025-03-08 17:49:54,0
user_00088,david56@example.com,Patricia,Morgan,38,Other,Canada,Alberta,Holtstad,Standard,2024-12-27,True,15.99,Laptop,4,2022-10-28 13:15:28,0
user_00090,william20@example.org,Austin,Young,20,Male,USA,Missouri,Patrickshire,Standard,2024-05-26,True,15.99,Tablet,2,2025-06-07 17:10:12,0
user_00091,khines@example.org,Raymond,Wright,27,Female,Canada,Saskatchewan,Lake Jacobhaven,Basic,2025-04-29,True,9.99,Tablet,1,2023-05-16 21:42:24,0
user_00092,nlewis@example.com,James,Farrell,20,Male,Canada,Quebec,Lake Sean,Premium,2025-01-06,True,21.99,Gaming Console,4,2024-08-03 20:03:43,0
user_00093,patricia22@example.com,David,Conner,31,Female,USA,Virginia,Johnsonside,Premium+,2023-12-27,True,29.99,Mobile,2,2024-06-03 14:16:10,0
user_00094,parkeryvonne@example.net,Alicia,Morrow,35,Male,USA,Georgia,West Dawn,Premium,2023-12-25,True,21.99,Desktop,2,2022-12-21 16:32:36,0
user_00095,ryanbartlett@example.org,April,Martin,36,Female,USA,New Jersey,West Stacey,Standard,2025-02-14,True,15.99,Gaming Console,4,2023-03-06 03:53:55,0
user_00096,colleenmendez@example.org,Brittany,Jackson,30,Male,USA,Michigan,Port Michelleland,Premium,2025-06-06,True,21.99,Desktop,1,2024-07-16 12:38:22,0
user_00097,jimenezcourtney@example.com,Timothy,Evans,52,Male,Canada,Prince Edward Island,East Scottfort,Standard,2023-03-13,False,15.99,Desktop,3,2023-07-11 13:45:42,1
user_00098,theresa25@example.net,Luis,Martinez,24,Female,USA,New Jersey,East Colin,Standard,2025-06-03,True,15.99,Gaming Console,1,2023-05-02 02:31:31,0
user_00099,sarah53@example.org,Wendy,Jimenez,20,Female,USA,New York,Johnsonfurt,Premium,2025-06-26,False,21.99,Smart TV,4,2024-05-03 06:03:20,1
user_00100,campbellcarla@example.net,Justin,Boone,22,Female,USA,North Carolina,West Jessica,Premium,2023-09-07,True,21.99,Mobile,4,2022-09-28 03:00:00,0
user_00101,angela16@example.net,Kathy,Bryan,14,Male,USA,Illinois,North Phillip,Premium+,2024-04-04,True,29.99,Smart TV,1,2024-11-07 07:13:21,0
user_00102,cporter@example.org,Jennifer,Stone,45,Female,USA,Missouri,West Sarah,Premium,2023-01-27,True,21.99,Smart TV,3,2024-05-14 15:02:08,0
user_00103,thomas05@example.com,Tina,Robles,40,Male,USA,North Carolina,Bakershire,Premium,2024-09-30,False,21.99,Desktop,4,2023-02-05 21:41:44,1
user_00106,shellyhendrix@example.com,Hannah,Stewart,38,Male,Canada,Ontario,Keithshire,Basic,2025-04-09,False,9.99,Desktop,3,2025-01-15 18:47:36,1
user_00107,bobby15@example.com,Julie,Harris,35,Female,Canada,British Columbia,Derrickshire,Standard,2023-04-24,True,15.99,Laptop,4,2024-07-02 01:53:57,0
user_00108,gutierrezjennifer@example.org,Adam,Russell,13,Female,USA,Florida,Santosport,Premium,2023-06-10,True,21.99,Desktop,7,2025-04-23 21:57:52,0
user_00109,amandasharp@example.org,Robert,Peck,24,Prefer not to say,USA,Indiana,Frenchburgh,Premium,2025-03-19,True,21.99,Gaming Console,3,2023-06-26 00:35:44,0
user_00110,justin88@example.com,Melissa,Nelson,49,Female,Canada,Quebec,Franciscomouth,Standard,2024-09-27,True,15.99,Smart TV,6,2024-10-18 04:44:21,0
user_00111,gregorychase@example.com,Zachary,Morales,101,Female,Canada,Manitoba,East Thomas,Basic,2022-08-09,True,9.99,Desktop,3,2023-04-18 03:15:37,0
user_00112,kevin90@example.com,Heather,Contreras,33,Male,USA,Arizona,Erikhaven,Standard,2024-08-27,True,15.99,Mobile,5,2023-09-09 19:05:49,0
user_00113,susanmendoza@example.com,Robert,Todd,37,Male,Canada,New Brunswick,Lake Karen,Standard,2024-02-28,True,15.99,Mobile,3,2022-10-27 15:34:52,0
user_00114,poolerebecca@example.org,Franklin,Wilson,36,Other,Canada,Manitoba,Davishaven,Premium,2025-01-04,True,21.99,Desktop,2,2022-12-25 15:28:10,0
user_00115,jelliott@example.com,Jennifer,Scott,30,Male,Canada,British Columbia,New Charles,Basic,2023-08-14,True,9.99,Desktop,3,2024-03-18 00:49:13,0
user_00116,andersenthomas@example.com,Hector,Cannon,37,Prefer not to say,USA,Illinois,Victoriafurt,Standard,2025-03-12,False,15.99,Tablet,2,2023-09-18 16:08:52,1
user_00117,david86@example.net,Jessica,Davenport,40,Female,Canada,Quebec,Stevenside,Basic,2024-03-06,True,9.99,Smart TV,2,2023-05-01 06:35:08,0
user_00118,joshuapineda@example.net,Antonio,Mendez,43,Female,USA,Texas,East Carlos,Basic,2023-12-04,True,9.99,Mobile,2,2023-04-28 05:32:05,0
user_00119,igonzales@example.org,Donald,Young,35,Male,USA,Pennsylvania,Joelberg,Premium,2023-10-29,True,21.99,Smart TV,1,2022-10-08 20:42:44,0
user_00120,dpeters@example.com,Kristi,Horton,39,Male,USA,Maryland,West Nicholas,Basic,2023-04-23,True,9.99,Tablet,2,2023-06-28 14:14:31,0
user_00121,jmelendez@example.com,Angela,Price,18,Male,USA,Texas,West Deborah,Premium,2025-02-15,True,21.99,Mobile,4,2024-03-11 23:26:59,0
user_00122,adamsemily@example.net,Morgan,Ballard,32,Other,USA,New Jersey,Clarkmouth,Standard,2025-06-15,True,15.99,Smart TV,2,2023-03-23 03:39:37,0
user_00123,burgesskaren@example.org,Randy,Arnold,35,Male,USA,Illinois,Owensstad,Premium,2023-05-15,True,21.99,Tablet,6,2023-12-26 16:19:53,0
user_00125,victorpena@example.net,Jonathan,Levy,53,Female,USA,Texas,Jacksonstad,Standard,2023-01-02,True,15.99,Tablet,3,2023-02-20 17:38:52,0
user_00126,combscharles@example.net,Kathy,Taylor,6,Other,Canada,Saskatchewan,Lake Edwardborough,Premium,2023-09-15,True,21.99,Laptop,2,2024-07-25 11:04:37,0
user_00127,patelrobert@example.org,Amanda,Smith,36,Male,USA,Maryland,North Samantha,Standard,2023-04-23,True,15.99,Gaming Console,2,2025-01-12 07:36:47,0
user_00128,zmiller@example.com,Veronica,Evans,34,Female,Canada,Prince Edward Island,North Richardfurt,Premium,2022-10-02,True,21.99,Gaming Console,3,2024-09-11 04:36:28,0
user_00129,pbruce@example.com,Patricia,Hall,46,Female,USA,North Carolina,Brandonland,Premium,2025-04-13,True,21.99,Tablet,5,2023-02-15 14:13:40,0
user_00130,alibrenda@example.net,Sarah,Martin,48,Male,USA,Florida,Rhodesside,Basic,2023-09-26,True,9.99,Smart TV,5,2024-12-16 05:38:30,0
user_00131,brian63@example.org,Cassie,Novak,54,Male,USA,Arizona,Lake Joshuamouth,Basic,2023-04-09,True,9.99,Mobile,3,2023-11-19 06:07:06,0
user_00132,bartonkenneth@example.org,Christopher,James,61,Female,USA,North Carolina,Stewartville,Basic,2022-08-07,True,9.99,Laptop,2,2023-12-03 09:02:08,0
user_00133,andersonjacob@example.com,Dakota,Gomez,18,Female,Canada,Prince Edward Island,Michelletown,Standard,2023-10-29,True,15.99,Laptop,5,2024-10-05 07:06:49,0
user_00134,ginajackson@example.com,Joseph,Brown,59,Female,Canada,Saskatchewan,Robertfort,Premium+,2023-09-01,True,29.99,Desktop,4,2024-09-30 23:23:13,0
user_00135,stephentaylor@example.org,Martin,Brock,16,Male,USA,Georgia,Cookberg,Premium,2023-07-19,True,21.99,Gaming Console,2,2024-01-09 22:20:43,0
user_00136,snovak@example.net,Tammy,Nguyen,7,Female,USA,Massachusetts,Diazshire,Premium,2024-05-12,True,21.99,Laptop,2,2024-08-19 00:52:48,0
user_00137,nhahn@example.com,Marie,Fuentes,26,Female,USA,California,Taylorport,Basic,2023-05-05,False,9.99,Gaming Console,2,2024-09-24 18:27:49,1
user_00138,colecarla@example.net,Amanda,Stephens,32,Female,USA,Virginia,North Kaylastad,Standard,2024-07-11,True,15.99,Laptop,2,2024-04-11 04:51:14,0
user_00139,tammy61@example.org,Jonathan,Griffin,45,Female,USA,Massachusetts,Bartonshire,Standard,2023-08-15,True,15.99,Laptop,3,2024-01-14 01:15:30,0
user_00140,fknapp@example.org,Michael,Gibson,51,Male,USA,Arizona,Baileyville,Standard,2024-10-01,False,15.99,Smart TV,3,2023-07-18 12:08:38,1
user_00141,patrickdarin@example.com,Erica,Spears,34,Prefer not to say,USA,Wisconsin,New Ethan,Premium+,2025-06-17,True,29.99,Tablet,2,2024-12-24 04:29:58,0
user_00142,daniellereynolds@example.org,Shannon,Price,35,Male,USA,Wisconsin,West Karen,Basic,2024-04-25,True,9.99,Desktop,1,2023-09-07 21:03:14,0
user_00143,qwilson@example.com,Candice,Matthews,36,Female,USA,Illinois,Meganburgh,Basic,2025-05-04,True,9.99,Smart TV,1,2024-08-08 12:21:33,0
user_00144,allendaryl@example.com,William,Carlson,59,Female,Canada,Alberta,Lopezside,Standard,2024-04-01,True,15.99,Laptop,1,2023-06-15 13:15:40,0
user_00145,megan90@example.com,Todd,Ochoa,35,Female,USA,North Carolina,Cohenchester,Premium+,2024-01-19,True,29.99,Mobile,2,2024-04-13 14:06:59,0
user_00146,antonio38@example.com,Kimberly,Dunn,29,Male,USA,Illinois,West Kimberlystad,Premium+,2024-11-11,False,29.99,Gaming Console,3,2024-03-23 17:17:50,1
user_00147,fitzgeralddesiree@example.org,Nancy,Cole,30,Female,USA,Massachusetts,South Michelleville,Premium,2023-03-20,True,21.99,Smart TV,2,2025-03-03 12:55:51,0
user_00148,christinaglover@example.org,Ashley,Carlson,9,Female,USA,New Jersey,Tiffanyport,Premium,2024-04-20,True,21.99,Gaming Console,5,2022-12-29 15:18:41,0
user_00149,riddlemichelle@example.org,John,Poole,18,Female,Canada,Newfoundland and Labrador,Thomasview,Standard,2023-09-17,True,15.99,Gaming Console,4,2024-06-27 08:22:44,0
user_00150,rrobertson@example.net,Shawn,Murphy,44,Male,Canada,Manitoba,Lake Teresastad,Premium+,2024-12-21,True,29.99,Gaming Console,1,2023-03-29 18:01:37,0
user_00151,troymorris@example.com,Amy,Knight,25,Male,USA,New York,Patriciaton,Premium,2022-11-19,True,21.99,Laptop,4,2022-08-20 21:50:51,0
user_00152,bbryant@example.org,Nicole,Moore,23,Male,USA,Washington,Lake Michaelland,Premium,2024-07-30,True,21.99,Smart TV,3,2022-09-28 19:33:24,0
user_00153,rubendavis@example.org,Jason,Anderson,25,Female,USA,New York,Smithmouth,Standard,2025-07-20,True,15.99,Desktop,3,2024-09-01 12:49:11,0
user_00154,perezchristopher@example.org,Lawrence,Taylor,51,Female,Canada,Saskatchewan,North Alyssa,Basic,2024-05-31,True,9.99,Smart TV,2,2023-11-28 07:06:35,0
user_00155,samanthajensen@example.com,Christopher,Taylor,43,Female,Canada,Quebec,Bellchester,Premium,2024-12-16,True,21.99,Mobile,2,2023-06-02 13:11:17,0
user_00156,angelagreene@example.net,Kimberly,Abbott,31,Male,USA,Virginia,New Catherine,Basic,2024-10-29,True,9.99,Tablet,2,2024-07-11 02:11:58,0
user_00158,matthewsalexander@example.org,Sandra,Hunter,15,Other,USA,Missouri,Milesland,Premium,2023-06-02,True,21.99,Laptop,1,2022-10-28 15:44:39,0
user_00159,amandamyers@example.net,Kyle,Blair,28,Female,USA,Illinois,East Christopherchester,Basic,2023-12-11,True,9.99,Desktop,2,2023-07-07 23:10:46,0
user_00160,smithderrick@example.org,Tyler,Mills,11,Male,USA,Florida,West David,Premium,2024-10-13,False,21.99,Smart TV,8,2024-11-25 08:12:38,1
user_00161,lindsay48@example.org,Jennifer,Crawford,36,Prefer not to say,USA,Wisconsin,South Micheleburgh,Basic,2023-01-21,True,9.99,Mobile,1,2025-04-08 22:31:09,0
user_00162,joycesmith@example.org,Brandon,Reyes,35,Male,USA,Tennessee,Port Austin,Basic,2023-04-05,False,9.99,Laptop,5,2023-11-02 04:06:30,1
user_00163,margaret95@example.org,Harry,Finley,26,Female,USA,Wisconsin,Clineport,Basic,2022-11-04,True,9.99,Mobile,1,2022-08-11 19:15:35,0
user_00164,anne49@example.org,Micheal,Cuevas,21,Male,USA,Maryland,East Adam,Standard,2022-08-28,True,15.99,Gaming Console,2,2024-06-29 21:13:58,0
user_00165,aaron64@example.org,Alyssa,Barnes,35,Prefer not to say,USA,Illinois,Lake Joshua,Premium,2025-05-07,True,21.99,Mobile,2,2024-09-09 00:03:34,0
user_00166,fvillegas@example.net,William,Jones,38,Female,USA,Michigan,Batesberg,Standard,2023-06-17,True,15.99,Mobile,1,2025-05-13 18:04:36,0
user_00168,melissa12@example.net,Margaret,Lewis,5,Male,Canada,Alberta,North Jennifer,Standard,2023-10-10,True,15.99,Smart TV,2,2024-08-14 01:46:23,0
user_00170,samantha10@example.org,Rachel,Lamb,23,Male,USA,Texas,Davidmouth,Premium,2023-02-02,True,21.99,Tablet,2,2025-01-19 09:46:59,0
user_00171,rjohnson@example.com,Michael,Hill,28,Female,USA,Massachusetts,North Christina,Basic,2024-07-11,True,9.99,Smart TV,2,2023-10-28 11:57:59,0
user_00172,millerpatrick@example.com,Dawn,Mccoy,46,Female,USA,Wisconsin,Caseystad,Premium,2024-03-20,True,21.99,Tablet,2,2023-08-15 00:51:13,0
user_00173,bnelson@example.com,Anthony,Brown,30,Prefer not to say,USA,Arizona,Katiebury,Standard,2022-11-19,True,15.99,Gaming Console,2,2023-05-22 02:37:38,0
user_00174,barbaramcgrath@example.com,Savannah,Thompson,40,Male,Canada,Prince Edward Island,Robintown,Premium,2025-06-05,True,21.99,Desktop,6,2024-04-11 01:55:27,0
user_00175,lweaver@example.com,Christopher,Guzman,45,Female,USA,Florida,Smithborough,Standard,2023-08-10,True,15.99,Mobile,2,2025-05-05 19:07:40,0
user_00176,johnsonbrenda@example.org,Meghan,Yu,40,Female,Canada,New Brunswick,Willismouth,Standard,2023-07-21,False,15.99,Smart TV,3,2024-10-13 12:33:30,1
user_00177,lbanks@example.net,Jeffrey,Gray,16,Female,Canada,Quebec,East Jessica,Basic,2025-02-19,False,9.99,Tablet,2,2023-02-18 13:56:49,1
