,user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,Monthly_Charge,primary_device,household_size,created_at,subscription_duration_days,account_age_days,senior_user,days_since_last_login,auto_renew,payment_failures,churn,watch_hours_L30_days
34,user_00038,jacqueline44@example.com,David,Stewart,21,Female,USA,Indiana,East Joanna,Standard,2024-10-04,True,15.99,Mobile,2,2025-07-12 10:27:16,652,371,0,11,Yes,1,1,0
35,user_00039,jeremy24@example.org,Joshua,Tran,40,Female,USA,New York,Garciatown,Standard,2023-12-29,True,15.99,Tablet,2,2023-08-11 09:19:52,932,1072,0,44,Yes,0,1,39
36,user_00040,shelley71@example.org,Travis,Hernandez,48,Female,USA,Ohio,East Davidchester,Standard,2024-11-29,True,15.99,Tablet,1,2023-12-09 16:59:49,596,952,0,26,No,1,0,26
37,user_00041,michelle64@example.net,Chelsea,Meza,29,Female,Canada,Alberta,West Donna,Standard,2023-04-21,True,15.99,Laptop,2,2023-01-21 14:04:27,1184,1274,0,21,Yes,1,1,32
38,user_00042,enorris@example.com,Jesse,Warner,58,Male,Canada,Alberta,Lake Jesusview,Standard,2023-11-10,True,15.99,Laptop,6,2024-07-12 16:43:25,981,736,0,45,Yes,1,1,48
39,user_00043,charlesmartin@example.com,Scott,Barker,35,Male,Canada,Nova Scotia,Vincentfort,Standard,2022-10-29,True,15.99,Tablet,4,2025-04-03 15:05:41,1358,471,0,5,Yes,1,0,48
40,user_00044,anthony39@example.net,Yvonne,Johnston,42,Male,Canada,Newfoundland and Labrador,Stonemouth,Basic,2023-02-16,True,9.99,Mobile,5,2024-06-28 14:48:13,1248,750,0,44,Yes,0,1,25
41,user_00045,harrisonricky@example.com,Mia,Jenkins,40,Female,USA,Pennsylvania,Elainefurt,Premium,2023-12-13,True,21.99,Desktop,4,2023-05-06 15:05:43,948,1169,0,42,Yes,0,0,44
42,user_00046,ahancock@example.net,Robert,Stone,35,Male,USA,Missouri,Wolfborough,Premium+,2024-03-25,True,29.99,Desktop,2,2023-11-26 02:57:13,845,965,0,48,Yes,1,1,18
43,user_00047,johnsoncrystal@example.org,Lance,Tran,50,Female,USA,Wisconsin,Port Robin,Premium+,2025-06-04,True,29.99,Smart TV,2,2024-01-31 03:36:44,409,899,0,38,No,1,1,10
44,user_00048,robert77@example.org,Andrea,Lee,33,Female,Canada,Manitoba,West Kendrachester,Basic,2025-05-21,True,9.99,Smart TV,2,2025-01-18 03:54:41,423,546,0,39,No,0,1,34
45,user_00049,mary97@example.org,Amanda,Cook,39,Prefer not to say,USA,Tennessee,Cantuborough,Basic,2024-04-19,True,9.99,Desktop,2,2025-02-26 00:30:18,820,507,0,15,No,0,0,17
46,user_00050,floresthomas@example.com,Vanessa,Simpson,47,Male,USA,Georgia,New Tammy,Premium+,2025-03-12,False,29.99,Smart TV,2,2022-11-20 07:50:19,493,1336,0,21,No,0,0,55
47,user_00051,bowenrobert@example.net,Charles,Morgan,24,Other,USA,Washington,Port Markside,Premium,2025-06-12,False,21.99,Smart TV,2,2025-03-15 22:59:33,401,489,0,26,Yes,1,0,55
48,user_00052,younggabrielle@example.com,Julie,Good,20,Male,Canada,Quebec,Jacksonport,Premium,2022-09-21,True,21.99,Tablet,3,2023-06-20 12:28:00,1396,1124,0,27,No,0,0,22
49,user_00053,hthomas@example.com,George,Lynch,34,Male,USA,Indiana,South Roberta,Standard,2023-04-13,True,15.99,Smart TV,3,2023-12-19 15:08:46,1192,942,0,44,No,1,0,44
50,user_00055,patrickhoward@example.com,Andrew,Hill,44,Female,USA,New York,Wallport,Standard,2024-05-28,True,15.99,Mobile,2,2023-03-31 00:54:57,781,1205,0,46,No,1,1,32
51,user_00056,erica21@example.net,Kyle,Johnson,37,Female,Canada,Quebec,North Renee,Premium,2024-10-29,True,21.99,Desktop,3,2023-03-11 02:02:56,627,1225,0,14,Yes,0,0,6
52,user_00057,maria47@example.com,Linda,Mccarty,35,Prefer not to say,Canada,British Columbia,Port Erica,Premium,2025-06-27,True,21.99,Tablet,2,2022-11-10 00:24:44,386,1346,0,5,Yes,0,0,45
53,user_00058,bakerdavid@example.com,Brenda,Rodriguez,35,Male,USA,Illinois,Johnsonside,Standard,2025-05-01,True,15.99,Mobile,5,2024-07-12 17:11:17,443,736,0,34,Yes,0,1,44
54,user_00060,rgilbert@example.org,Jeff,Sampson,22,Male,USA,Tennessee,Lake Michaelstad,Premium,2023-10-12,True,21.99,Mobile,3,2025-06-28 22:53:58,1010,384,0,40,No,0,1,46
55,user_00061,batesdarlene@example.net,Brent,Sanchez,20,Male,USA,Pennsylvania,North Maria,Standard,2024-05-05,True,15.99,Gaming Console,2,2023-07-29 01:54:53,804,1085,0,8,Yes,0,0,34
56,user_00062,ramireztracey@example.org,Lauren,Guerrero,27,Female,USA,Washington,North Michael,Premium,2024-05-08,True,21.99,Desktop,1,2023-02-09 23:53:36,801,1254,0,56,Yes,0,1,27
57,user_00064,gsimmons@example.com,Charles,Morris,40,Female,Canada,New Brunswick,East Joshuashire,Premium,2023-09-23,True,21.99,Gaming Console,3,2023-12-13 05:10:24,1029,948,0,12,Yes,0,0,53
58,user_00065,mcguiredanny@example.net,Russell,Gutierrez,38,Female,USA,Pennsylvania,Perryville,Basic,2023-11-12,True,9.99,Desktop,3,2023-09-17 04:47:27,979,1035,0,4,Yes,0,0,49
59,user_00066,fjones@example.org,Colin,Cain,35,Female,USA,Florida,Elizabethchester,Premium,2025-03-16,True,21.99,Laptop,2,2025-03-11 06:09:16,489,494,0,0,Yes,0,0,52
60,user_00067,caroline51@example.net,Eric,Walker,38,Male,USA,Illinois,Meganstad,Standard,2024-11-14,True,15.99,Desktop,1,2025-01-03 13:25:07,611,561,0,1,Yes,0,0,40
61,user_00068,anthony44@example.com,Adam,Knight,30,Male,USA,Tennessee,East Joycetown,Basic,2024-10-27,False,9.99,Tablet,1,2023-09-19 06:34:54,629,1033,0,19,No,0,1,27
62,user_00069,eric45@example.net,Nicole,Moore,40,Female,USA,Illinois,West Scottchester,Premium,2024-05-28,True,21.99,Tablet,4,2023-05-29 09:14:13,781,1146,0,14,Yes,0,0,49
63,user_00070,russell49@example.com,Brandon,Joyce,50,Male,Canada,New Brunswick,East Kevinborough,Premium+,2024-11-16,True,29.99,Laptop,2,2023-07-28 14:25:03,609,1086,0,16,Yes,0,0,5
64,user_00071,lburgess@example.org,Amanda,Mason,43,Male,USA,Arizona,South Michelleton,Standard,2022-08-22,True,15.99,Mobile,2,2025-03-04 16:50:26,1426,501,0,12,Yes,0,1,27
65,user_00072,amckinney@example.com,Richard,Jackson,28,Female,USA,Michigan,Christopherville,Premium,2023-11-22,True,21.99,Tablet,2,2024-02-28 04:28:54,969,871,0,58,Yes,0,0,21
66,user_00073,julie35@example.org,William,Schmidt,39,Other,Canada,Quebec,Michaelberg,Basic,2022-11-22,True,9.99,Gaming Console,1,2023-03-07 05:24:14,1334,1229,0,47,Yes,0,1,56
67,user_00074,thompsonkendra@example.com,Karen,Maldonado,44,Female,Canada,Newfoundland and Labrador,Edwardland,Basic,2023-11-29,True,9.99,Gaming Console,2,2024-12-22 14:59:48,962,573,0,60,No,0,1,55
68,user_00075,william47@example.com,Brian,Jones,29,Female,Canada,Newfoundland and Labrador,Fordside,Premium,2023-12-07,True,21.99,Smart TV,2,2023-07-21 08:58:17,954,1093,0,35,Yes,0,0,7
69,user_00076,susanhayes@example.com,William,Williams,26,Male,Canada,Nova Scotia,Warrenburgh,Standard,2023-09-14,True,15.99,Tablet,2,2023-10-01 13:41:38,1038,1021,0,54,No,2,0,3
70,user_00077,mccormickdeborah@example.org,Cody,Mitchell,35,Female,USA,Massachusetts,Christopherberg,Premium,2023-07-08,False,21.99,Desktop,2,2022-12-22 08:46:12,1106,1304,0,16,Yes,0,0,11
71,user_00078,angelica52@example.net,Debbie,Romero,53,Female,Canada,Alberta,Kyleborough,Standard,2025-06-05,True,15.99,Laptop,2,2023-03-01 10:54:27,408,1235,0,50,Yes,0,0,54
72,user_00079,chrisrichard@example.org,Ebony,Harper,30,Male,USA,Massachusetts,East Marie,Premium,2024-09-30,True,21.99,Tablet,2,2023-10-27 06:09:22,656,995,0,47,No,0,1,52
73,user_00080,wbishop@example.net,Jesus,Collins,21,Male,Canada,Manitoba,West Erika,Standard,2023-12-21,True,15.99,Gaming Console,1,2024-12-02 16:14:16,940,593,0,10,No,0,0,57
74,user_00081,lisasolis@example.org,Brett,Sawyer,56,Other,USA,Georgia,West Christopherburgh,Premium,2023-12-07,True,21.99,Mobile,2,2025-01-29 15:57:37,954,535,0,4,Yes,0,0,12
75,user_00082,lisawilkerson@example.org,Brian,Young,35,Prefer not to say,USA,Arizona,Jeffreymouth,Premium,2025-02-06,True,21.99,Gaming Console,3,2024-12-17 04:51:01,527,578,0,17,Yes,0,0,29
76,user_00083,mitchellmaria@example.net,Katherine,West,33,Female,USA,Massachusetts,North Jonathanberg,Basic,2022-12-01,True,9.99,Smart TV,5,2023-04-20 10:59:01,1325,1185,0,59,Yes,1,1,19
77,user_00085,elizabethmiller@example.com,Stephanie,Myers,48,Female,USA,California,Lake Paulstad,Basic,2024-10-29,True,9.99,Laptop,2,2024-12-14 01:37:25,627,581,0,56,Yes,0,1,49
78,user_00086,jessicafuller@example.net,Dennis,Payne,66,Male,USA,Georgia,Pollardfort,Premium,2025-01-07,True,21.99,Gaming Console,1,2024-09-25 15:43:46,557,661,1,44,Yes,0,1,3
79,user_00087,carterbradley@example.org,Leslie,Robertson,26,Female,USA,Tennessee,Benjaminborough,Standard,2023-08-28,True,15.99,Mobile,2,2025-03-08 17:49:54,1055,497,0,55,Yes,0,1,26
80,user_00088,david56@example.com,Patricia,Morgan,38,Other,Canada,Alberta,Holtstad,Standard,2024-12-27,True,15.99,Laptop,4,2022-10-28 13:15:28,568,1359,0,0,Yes,0,0,36
81,user_00090,william20@example.org,Austin,Young,20,Male,USA,Missouri,Patrickshire,Standard,2024-05-26,True,15.99,Tablet,2,2025-06-07 17:10:12,783,406,0,6,Yes,1,1,4
82,user_00091,khines@example.org,Raymond,Wright,27,Female,Canada,Saskatchewan,Lake Jacobhaven,Basic,2025-04-29,True,9.99,Tablet,1,2023-05-16 21:42:24,445,1158,0,33,Yes,0,1,8
83,user_00092,nlewis@example.com,James,Farrell,20,Male,Canada,Quebec,Lake Sean,Premium,2025-01-06,True,21.99,Gaming Console,4,2024-08-03 20:03:43,558,713,0,57,Yes,0,1,14
84,user_00093,patricia22@example.com,David,Conner,31,Female,USA,Virginia,Johnsonside,Premium+,2023-12-27,True,29.99,Mobile,2,2024-06-03 14:16:10,934,775,0,17,Yes,1,0,12
85,user_00094,parkeryvonne@example.net,Alicia,Morrow,35,Male,USA,Georgia,West Dawn,Premium,2023-12-25,True,21.99,Desktop,2,2022-12-21 16:32:36,936,1305,0,7,Yes,0,0,23
86,user_00095,ryanbartlett@example.org,April,Martin,36,Female,USA,New Jersey,West Stacey,Standard,2025-02-14,True,15.99,Gaming Console,4,2023-03-06 03:53:55,519,1230,0,45,Yes,3,1,11
87,user_00096,colleenmendez@example.org,Brittany,Jackson,30,Male,USA,Michigan,Port Michelleland,Premium,2025-06-06,True,21.99,Desktop,1,2024-07-16 12:38:22,407,732,0,18,No,0,0,42
88,user_00097,jimenezcourtney@example.com,Timothy,Evans,52,Male,Canada,Prince Edward Island,East Scottfort,Standard,2023-03-13,False,15.99,Desktop,3,2023-07-11 13:45:42,1223,1103,0,4,No,0,0,6
89,user_00098,theresa25@example.net,Luis,Martinez,24,Female,USA,New Jersey,East Colin,Standard,2025-06-03,True,15.99,Gaming Console,1,2023-05-02 02:31:31,410,1173,0,29,Yes,2,0,1
90,user_00099,sarah53@example.org,Wendy,Jimenez,20,Female,USA,New York,Johnsonfurt,Premium,2025-06-26,False,21.99,Smart TV,4,2024-05-03 06:03:20,387,806,0,23,Yes,0,0,24
91,user_00100,campbellcarla@example.net,Justin,Boone,22,Female,USA,North Carolina,West Jessica,Premium,2023-09-07,True,21.99,Mobile,4,2022-09-28 03:00:00,1045,1389,0,37,Yes,1,0,44
92,user_00101,angela16@example.net,Kathy,Bryan,14,Male,USA,Illinois,North Phillip,Premium+,2024-04-04,True,29.99,Smart TV,1,2024-11-07 07:13:21,835,618,0,48,No,0,0,2
93,user_00102,cporter@example.org,Jennifer,Stone,45,Female,USA,Missouri,West Sarah,Premium,2023-01-27,True,21.99,Smart TV,3,2024-05-14 15:02:08,1268,795,0,15,Yes,1,1,11
94,user_00103,thomas05@example.com,Tina,Robles,40,Male,USA,North Carolina,Bakershire,Premium,2024-09-30,False,21.99,Desktop,4,2023-02-05 21:41:44,656,1258,0,28,Yes,0,0,27
95,user_00106,shellyhendrix@example.com,Hannah,Stewart,38,Male,Canada,Ontario,Keithshire,Basic,2025-04-09,False,9.99,Desktop,3,2025-01-15 18:47:36,465,549,0,38,Yes,1,1,30
96,user_00107,bobby15@example.com,Julie,Harris,35,Female,Canada,British Columbia,Derrickshire,Standard,2023-04-24,True,15.99,Laptop,4,2024-07-02 01:53:57,1181,746,0,45,No,2,0,45
97,user_00108,gutierrezjennifer@example.org,Adam,Russell,13,Female,USA,Florida,Santosport,Premium,2023-06-10,True,21.99,Desktop,7,2025-04-23 21:57:52,1134,450,0,18,Yes,0,0,56
98,user_00109,amandasharp@example.org,Robert,Peck,24,Prefer not to say,USA,Indiana,Frenchburgh,Premium,2025-03-19,True,21.99,Gaming Console,3,2023-06-26 00:35:44,486,1118,0,2,Yes,0,0,20
99,user_00110,justin88@example.com,Melissa,Nelson,49,Female,Canada,Quebec,Franciscomouth,Standard,2024-09-27,True,15.99,Smart TV,6,2024-10-18 04:44:21,659,638,0,54,Yes,0,1,55
100,user_00111,gregorychase@example.com,Zachary,Morales,101,Female,Canada,Manitoba,East Thomas,Basic,2022-08-09,True,9.99,Desktop,3,2023-04-18 03:15:37,1439,1187,1,20,Yes,0,0,6
101,user_00112,kevin90@example.com,Heather,Contreras,33,Male,USA,Arizona,Erikhaven,Standard,2024-08-27,True,15.99,Mobile,5,2023-09-09 19:05:49,690,1042,0,56,Yes,0,1,34
102,user_00113,susanmendoza@example.com,Robert,Todd,37,Male,Canada,New Brunswick,Lake Karen,Standard,2024-02-28,True,15.99,Mobile,3,2022-10-27 15:34:52,871,1360,0,35,Yes,0,1,43
103,user_00114,poolerebecca@example.org,Franklin,Wilson,36,Other,Canada,Manitoba,Davishaven,Premium,2025-01-04,True,21.99,Desktop,2,2022-12-25 15:28:10,560,1301,0,34,Yes,0,1,53
104,user_00115,jelliott@example.com,Jennifer,Scott,30,Male,Canada,British Columbia,New Charles,Basic,2023-08-14,True,9.99,Desktop,3,2024-03-18 00:49:13,1069,852,0,49,Yes,0,1,41
105,user_00116,andersenthomas@example.com,Hector,Cannon,37,Prefer not to say,USA,Illinois,Victoriafurt,Standard,2025-03-12,False,15.99,Tablet,2,2023-09-18 16:08:52,493,1034,0,39,No,0,1,18
106,user_00117,david86@example.net,Jessica,Davenport,40,Female,Canada,Quebec,Stevenside,Basic,2024-03-06,True,9.99,Smart TV,2,2023-05-01 06:35:08,864,1174,0,45,No,0,0,15
107,user_00118,joshuapineda@example.net,Antonio,Mendez,43,Female,USA,Texas,East Carlos,Basic,2023-12-04,True,9.99,Mobile,2,2023-04-28 05:32:05,957,1177,0,21,No,1,0,39
108,user_00119,igonzales@example.org,Donald,Young,35,Male,USA,Pennsylvania,Joelberg,Premium,2023-10-29,True,21.99,Smart TV,1,2022-10-08 20:42:44,993,1378,0,15,Yes,0,0,26
109,user_00120,dpeters@example.com,Kristi,Horton,39,Male,USA,Maryland,West Nicholas,Basic,2023-04-23,True,9.99,Tablet,2,2023-06-28 14:14:31,1182,1116,0,24,Yes,0,0,23
110,user_00121,jmelendez@example.com,Angela,Price,18,Male,USA,Texas,West Deborah,Premium,2025-02-15,True,21.99,Mobile,4,2024-03-11 23:26:59,518,858,0,47,Yes,0,1,46
111,user_00122,adamsemily@example.net,Morgan,Ballard,32,Other,USA,New Jersey,Clarkmouth,Standard,2025-06-15,True,15.99,Smart TV,2,2023-03-23 03:39:37,398,1213,0,39,Yes,1,1,28
112,user_00123,burgesskaren@example.org,Randy,Arnold,35,Male,USA,Illinois,Owensstad,Premium,2023-05-15,True,21.99,Tablet,6,2023-12-26 16:19:53,1160,935,0,36,Yes,2,1,60
113,user_00125,victorpena@example.net,Jonathan,Levy,53,Female,USA,Texas,Jacksonstad,Standard,2023-01-02,True,15.99,Tablet,3,2023-02-20 17:38:52,1293,1244,0,0,Yes,0,0,50
114,user_00126,combscharles@example.net,Kathy,Taylor,6,Other,Canada,Saskatchewan,Lake Edwardborough,Premium,2023-09-15,True,21.99,Laptop,2,2024-07-25 11:04:37,1037,723,0,10,Yes,2,0,55
115,user_00127,patelrobert@example.org,Amanda,Smith,36,Male,USA,Maryland,North Samantha,Standard,2023-04-23,True,15.99,Gaming Console,2,2025-01-12 07:36:47,1182,552,0,53,Yes,0,0,34
116,user_00128,zmiller@example.com,Veronica,Evans,34,Female,Canada,Prince Edward Island,North Richardfurt,Premium,2022-10-02,True,21.99,Gaming Console,3,2024-09-11 04:36:28,1385,675,0,17,Yes,0,0,14
117,user_00129,pbruce@example.com,Patricia,Hall,46,Female,USA,North Carolina,Brandonland,Premium,2025-04-13,True,21.99,Tablet,5,2023-02-15 14:13:40,461,1249,0,56,Yes,1,1,5
118,user_00130,alibrenda@example.net,Sarah,Martin,48,Male,USA,Florida,Rhodesside,Basic,2023-09-26,True,9.99,Smart TV,5,2024-12-16 05:38:30,1026,579,0,33,No,0,1,16
119,user_00131,brian63@example.org,Cassie,Novak,54,Male,USA,Arizona,Lake Joshuamouth,Basic,2023-04-09,True,9.99,Mobile,3,2023-11-19 06:07:06,1196,972,0,35,No,0,1,53
120,user_00132,bartonkenneth@example.org,Christopher,James,61,Female,USA,North Carolina,Stewartville,Basic,2022-08-07,True,9.99,Laptop,2,2023-12-03 09:02:08,1441,958,1,24,Yes,0,0,0
121,user_00133,andersonjacob@example.com,Dakota,Gomez,18,Female,Canada,Prince Edward Island,Michelletown,Standard,2023-10-29,True,15.99,Laptop,5,2024-10-05 07:06:49,993,651,0,41,Yes,0,0,50
122,user_00134,ginajackson@example.com,Joseph,Brown,59,Female,Canada,Saskatchewan,Robertfort,Premium+,2023-09-01,True,29.99,Desktop,4,2024-09-30 23:23:13,1051,655,0,41,Yes,1,1,43
123,user_00135,stephentaylor@example.org,Martin,Brock,16,Male,USA,Georgia,Cookberg,Premium,2023-07-19,True,21.99,Gaming Console,2,2024-01-09 22:20:43,1095,920,0,59,Yes,0,1,5
124,user_00136,snovak@example.net,Tammy,Nguyen,7,Female,USA,Massachusetts,Diazshire,Premium,2024-05-12,True,21.99,Laptop,2,2024-08-19 00:52:48,797,698,0,54,Yes,0,1,57
125,user_00137,nhahn@example.com,Marie,Fuentes,26,Female,USA,California,Taylorport,Basic,2023-05-05,False,9.99,Gaming Console,2,2024-09-24 18:27:49,1170,662,0,37,Yes,0,0,16
126,user_00138,colecarla@example.net,Amanda,Stephens,32,Female,USA,Virginia,North Kaylastad,Standard,2024-07-11,True,15.99,Laptop,2,2024-04-11 04:51:14,737,828,0,3,Yes,0,1,17
127,user_00139,tammy61@example.org,Jonathan,Griffin,45,Female,USA,Massachusetts,Bartonshire,Standard,2023-08-15,True,15.99,Laptop,3,2024-01-14 01:15:30,1068,916,0,40,Yes,0,0,57
128,user_00140,fknapp@example.org,Michael,Gibson,51,Male,USA,Arizona,Baileyville,Standard,2024-10-01,False,15.99,Smart TV,3,2023-07-18 12:08:38,655,1096,0,37,No,0,0,59
129,user_00141,patrickdarin@example.com,Erica,Spears,34,Prefer not to say,USA,Wisconsin,New Ethan,Premium+,2025-06-17,True,29.99,Tablet,2,2024-12-24 04:29:58,396,571,0,30,No,0,0,11
130,user_00142,daniellereynolds@example.org,Shannon,Price,35,Male,USA,Wisconsin,West Karen,Basic,2024-04-25,True,9.99,Desktop,1,2023-09-07 21:03:14,814,1044,0,19,Yes,1,0,37
131,user_00143,qwilson@example.com,Candice,Matthews,36,Female,USA,Illinois,Meganburgh,Basic,2025-05-04,True,9.99,Smart TV,1,2024-08-08 12:21:33,440,709,0,21,Yes,0,1,35
132,user_00144,allendaryl@example.com,William,Carlson,59,Female,Canada,Alberta,Lopezside,Standard,2024-04-01,True,15.99,Laptop,1,2023-06-15 13:15:40,838,1129,0,12,No,0,0,48
